Age,Sex,Job,Credit amount,Duration,Housing_free,Housing_own,Housing_rent,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Checking account_little,Checking account_moderate,Checking account_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Credit Score,Risk Band
27,1,2,1185,12,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
35,1,1,3447,12,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,484,D - High Risk
25,0,2,1258,24,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
52,0,2,717,12,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
35,0,2,1204,6,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
26,0,2,1925,24,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,300,D - High Risk
22,1,2,433,18,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
39,1,1,666,6,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
46,1,1,2251,12,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,300,D - High Risk
24,1,2,2150,30,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
35,0,2,4151,24,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
24,0,2,2030,9,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,300,D - High Risk
27,0,1,7418,60,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,487,D - High Risk
35,0,1,2684,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,355,D - High Risk
29,0,2,2149,12,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
23,1,2,3812,15,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,486,D - High Risk
57,1,1,1154,11,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
27,0,2,1657,12,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
55,1,2,1603,24,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
36,0,3,5302,18,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
57,1,1,2748,12,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,360,D - High Risk
32,0,1,1231,10,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
37,0,2,802,15,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
36,0,2,6304,36,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,487,D - High Risk
38,1,2,1533,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
45,0,3,8978,14,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
25,0,2,999,24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
32,0,2,2662,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,350,D - High Risk
37,1,2,1402,12,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
36,0,3,12169,48,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
28,0,2,3060,48,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,417,D - High Risk
34,0,1,11998,30,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,487,D - High Risk
32,0,2,2697,9,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,364,D - High Risk
26,1,2,2404,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
49,0,1,1262,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
32,1,2,4611,6,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
29,0,3,1901,24,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
23,0,2,3368,15,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,480,D - High Risk
50,0,2,1574,12,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
49,0,1,1445,18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,300,D - High Risk
63,0,2,1520,15,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
37,0,2,3878,24,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,486,D - High Risk
35,1,1,10722,47,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
26,0,2,4788,48,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
31,0,3,7582,48,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,487,D - High Risk
49,1,2,1092,12,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
48,0,2,1024,24,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
26,0,2,1076,12,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
28,0,3,9398,36,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
44,1,3,6419,24,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
56,0,2,4796,42,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,487,D - High Risk
46,0,3,7629,48,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,487,D - High Risk
26,1,2,9960,48,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,487,D - High Risk
20,1,2,4675,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
45,0,1,1287,10,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
43,0,2,2515,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,302,D - High Risk
32,0,2,2745,21,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,365,D - High Risk
54,1,0,672,6,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
42,1,2,3804,36,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,486,D - High Risk
37,0,1,1344,24,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,300,D - High Risk
49,0,2,1038,10,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
44,0,2,10127,48,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
33,0,2,1543,6,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
24,1,1,4811,30,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
33,0,1,727,12,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
24,1,2,1237,8,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,300,D - High Risk
22,0,1,276,9,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
40,0,0,5381,48,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,487,D - High Risk
25,0,2,5511,24,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
26,1,2,3749,24,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,486,D - High Risk
25,0,1,685,12,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
29,0,1,1494,4,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,300,D - High Risk
31,0,2,2746,36,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,349,D - High Risk
38,0,1,708,12,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
48,1,1,4351,24,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,487,D - High Risk
32,0,2,701,12,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
27,1,1,3643,15,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,486,D - High Risk
28,0,3,4249,30,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
32,0,2,1938,24,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
34,0,3,2910,24,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,386,D - High Risk
28,0,2,2659,18,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,349,D - High Risk
36,1,2,1028,18,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
39,0,1,3398,8,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,483,D - High Risk
49,0,2,5801,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
34,1,2,1525,24,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
31,0,2,4473,36,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,487,D - High Risk
28,0,2,1068,6,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
75,0,3,6615,24,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
30,1,2,1864,18,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
24,1,3,7408,60,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
24,1,1,11590,48,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
23,0,2,4110,24,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
44,0,3,3384,6,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,475,D - High Risk
23,1,1,2101,13,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
24,1,2,1275,15,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,300,D - High Risk
28,0,2,4169,24,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,487,D - High Risk
31,0,1,1521,10,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,300,D - High Risk
24,1,2,5743,24,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,487,D - High Risk
26,1,1,3599,21,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,485,D - High Risk
25,0,2,3213,18,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,465,D - High Risk
33,0,3,4439,18,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,487,D - High Risk
37,0,1,3949,10,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,487,D - High Risk
43,1,1,1459,15,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
23,0,2,882,13,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
23,1,0,3758,24,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,486,D - High Risk
34,0,1,1743,6,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
32,0,2,1136,9,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,300,D - High Risk
23,1,2,1236,9,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,300,D - High Risk
29,1,2,959,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,300,D - High Risk
38,0,3,3229,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,459,D - High Risk
28,0,2,6199,12,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
46,0,2,727,10,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
23,0,1,1246,24,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
49,0,2,2331,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
26,0,3,4463,36,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
28,0,2,776,12,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
23,1,2,2406,30,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
61,0,2,1239,18,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,300,D - High Risk
37,0,3,3399,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,479,D - High Risk
36,1,2,2247,12,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,300,D - High Risk
21,0,2,1766,6,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
25,0,0,2473,18,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,327,D - High Risk
36,0,2,1542,12,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
27,0,2,3850,18,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,486,D - High Risk
22,1,2,3650,18,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,486,D - High Risk
42,0,2,3446,36,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,477,D - High Risk
40,1,2,3001,18,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,410,D - High Risk
36,0,2,3079,36,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,428,D - High Risk
33,0,2,6070,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
23,1,2,2146,10,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
63,0,3,13756,60,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
60,1,3,14782,60,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,487,D - High Risk
37,1,2,7685,48,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,487,D - High Risk
34,0,2,2320,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
36,0,2,846,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
57,0,3,14318,36,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
52,1,1,362,6,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
39,0,2,2212,20,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
38,1,3,12976,18,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,487,D - High Risk
25,1,2,1283,22,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
26,0,2,1330,12,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,300,D - High Risk
26,0,1,4272,30,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,487,D - High Risk
25,1,2,2238,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
21,1,2,1126,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
40,0,3,7374,18,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,487,D - High Risk
27,0,2,2326,15,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,300,D - High Risk
27,1,2,1449,9,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
30,0,3,1820,18,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
19,1,1,983,12,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,300,D - High Risk
39,0,3,3249,36,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,446,D - High Risk
31,1,2,1957,6,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
31,0,3,2406,9,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
32,0,2,11760,39,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,487,D - High Risk
55,1,3,2578,12,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
46,0,2,2348,36,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
46,0,2,1223,12,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
43,1,1,1516,24,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
39,0,2,1473,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
28,0,2,1887,18,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,300,D - High Risk
27,0,2,8648,24,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,487,D - High Risk
27,0,1,802,14,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
43,0,2,2899,18,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,398,D - High Risk
22,0,2,2039,24,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
43,0,2,2197,24,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
27,0,2,1053,15,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
26,0,3,3235,24,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,461,D - High Risk
28,0,2,939,12,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,300,D - High Risk
20,1,2,1967,24,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
35,0,3,7253,33,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
42,0,3,2292,12,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
40,0,1,1597,10,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
35,1,2,1381,24,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
35,0,2,5842,36,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
33,0,1,2579,12,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,343,D - High Risk
23,1,2,8471,18,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,487,D - High Risk
31,1,3,2782,21,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,362,D - High Risk
33,1,2,1042,18,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
20,1,2,3186,15,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,463,D - High Risk
30,0,2,2028,12,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
47,0,1,958,12,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
34,0,3,1591,21,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
25,1,2,2762,12,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,380,D - High Risk
21,0,2,2779,18,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,379,D - High Risk
29,0,2,2743,28,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,359,D - High Risk
46,0,2,1149,18,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
20,0,2,1313,9,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
55,1,0,1190,18,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,300,D - High Risk
74,0,1,3448,5,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,481,D - High Risk
29,0,3,11328,24,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,487,D - High Risk
36,0,3,1872,6,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
33,0,2,2058,24,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,300,D - High Risk
25,0,2,2136,9,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
25,0,2,1484,12,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
23,0,1,660,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,300,D - High Risk
37,1,2,1287,24,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
65,0,0,3394,42,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,472,D - High Risk
26,1,0,609,12,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,300,D - High Risk
39,0,3,1884,12,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
30,1,2,1620,12,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
29,0,2,2629,20,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,341,D - High Risk
41,0,1,719,12,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
30,1,3,5096,48,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,487,D - High Risk
41,1,1,1244,9,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
34,1,2,1842,36,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
35,0,2,2576,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,334,D - High Risk
55,1,3,1424,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,300,D - High Risk
61,0,2,1512,15,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,300,D - High Risk
30,0,3,11054,36,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
29,1,2,518,6,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
34,0,2,2759,12,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,374,D - High Risk
35,0,3,2670,24,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,331,D - High Risk
31,0,2,4817,24,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
29,1,3,2679,24,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,333,D - High Risk
36,0,2,3905,11,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
35,0,2,3386,12,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,480,D - High Risk
27,1,2,343,6,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,300,D - High Risk
32,0,2,4594,18,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
37,0,2,3620,36,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,484,D - High Risk
36,0,2,1721,15,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
34,1,3,3017,12,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,413,D - High Risk
38,0,2,754,12,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,300,D - High Risk
34,0,2,1950,18,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,300,D - High Risk
63,0,2,2924,24,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,380,D - High Risk
29,1,1,1659,24,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,300,D - High Risk
32,0,2,7238,48,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,487,D - High Risk
26,1,2,2764,33,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,360,D - High Risk
35,0,1,4679,24,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,487,D - High Risk
22,0,2,3092,24,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,444,D - High Risk
23,1,2,448,6,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
28,0,1,654,9,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
36,0,3,1238,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,300,D - High Risk
33,0,2,1245,18,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,300,D - High Risk
26,1,2,3114,18,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,443,D - High Risk
24,0,2,2569,39,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,314,D - High Risk
25,0,2,5152,24,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,487,D - High Risk
39,0,1,1037,12,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,300,D - High Risk
44,0,2,1478,15,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
23,1,1,3573,12,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,486,D - High Risk
26,0,2,1201,24,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
57,1,2,3622,30,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,482,D - High Risk
30,1,2,960,15,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,300,D - High Risk
44,0,2,1163,12,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
47,0,3,1209,6,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,300,D - High Risk
52,0,2,3077,12,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,433,D - High Risk
62,1,2,3757,24,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,485,D - High Risk
35,0,1,1418,10,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,300,D - High Risk
26,0,2,3518,6,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,485,D - High Risk
